
File System Summary
===================

Filesystem      Size  Used Avail Use% Mounted on
tmpfs           795M  4.4M  790M   1% /run
/dev/vda1        75G  7.5G   65G  11% /
tmpfs           3.9G  288K  3.9G   1% /dev/shm
tmpfs           5.0M     0  5.0M   0% /run/lock
tmpfs           795M   12K  795M   1% /run/user/1000
tmpfs           512M  123M  390M  24% /opt/stack/data/etcd
/dev/loop0      6.0G  167M  5.8G   3% /opt/stack/data/swift/drives/sdb1


Process Listing
===============

ps axo user,ppid,pid,pcpu,pmem,vsz,rss,tty,stat,start,time,args
---------------------------------------------------------------

USER        PPID     PID %CPU %MEM    VSZ   RSS TT       STAT  STARTED     TIME COMMAND
root           0       1  1.6  0.1  23328 14464 ?        Ss   05:00:19 00:01:00 /usr/lib/systemd/systemd --system --deserialize=59
 cookie=0x175bd093, duration=170.050s, table=35, n_packets=0, n_bytes=0, idle_age=170, priority=80,icmp6,reg10=0/0x2,metadata=0x3,nw_ttl=255,icmp_type=135,icmp_code=0,nd_target=2001:db8::1 actions=clone(set_field:0x3->reg15,resubmit(,37)),set_field:0x8004->reg15,resubmit(,37)
 cookie=0x48b10a11, duration=182.887s, table=35, n_packets=0, n_bytes=0, idle_age=182, priority=75,icmp6,metadata=0x1,dl_src=fa:16:3e:ca:3d:5c,dl_dst=ff:ff:ff:ff:ff:ff,nw_ttl=255,icmp_type=135,icmp_code=0 actions=set_field:0x8004->reg15,resubmit(,37)
 cookie=0x22ba7afd, duration=182.885s, table=35, n_packets=0, n_bytes=0, idle_age=182, priority=75,icmp6,metadata=0x3,dl_src=fa:16:3e:48:8f:77,dl_dst=ff:ff:ff:ff:ff:ff,nw_ttl=255,icmp_type=135,icmp_code=0 actions=set_field:0x8004->reg15,resubmit(,37)
 cookie=0xf0a2de35, duration=174.618s, table=35, n_packets=0, n_bytes=0, idle_age=174, priority=75,icmp6,metadata=0x1,dl_src=fa:16:3e:26:d3:fb,dl_dst=ff:ff:ff:ff:ff:ff,nw_ttl=255,icmp_type=135,icmp_code=0 actions=set_field:0x8004->reg15,resubmit(,37)
 cookie=0x22ba7afd, duration=182.887s, table=35, n_packets=0, n_bytes=0, idle_age=182, priority=75,arp,metadata=0x3,dl_src=fa:16:3e:48:8f:77,dl_dst=ff:ff:ff:ff:ff:ff,arp_op=1 actions=set_field:0x8004->reg15,resubmit(,37)
 cookie=0x48b10a11, duration=182.887s, table=35, n_packets=0, n_bytes=0, idle_age=182, priority=75,arp,metadata=0x1,dl_src=fa:16:3e:ca:3d:5c,dl_dst=ff:ff:ff:ff:ff:ff,arp_op=1 actions=set_field:0x8004->reg15,resubmit(,37)
 cookie=0x22ba7afd, duration=182.886s, table=35, n_packets=0, n_bytes=0, idle_age=182, priority=75,rarp,metadata=0x3,dl_src=fa:16:3e:48:8f:77,dl_dst=ff:ff:ff:ff:ff:ff,arp_op=3 actions=set_field:0x8004->reg15,resubmit(,37)
 cookie=0x48b10a11, duration=182.885s, table=35, n_packets=0, n_bytes=0, idle_age=182, priority=75,rarp,metadata=0x1,dl_src=fa:16:3e:ca:3d:5c,dl_dst=ff:ff:ff:ff:ff:ff,arp_op=3 actions=set_field:0x8004->reg15,resubmit(,37)
 cookie=0xf0a2de35, duration=174.618s, table=35, n_packets=0, n_bytes=0, idle_age=174, priority=75,rarp,metadata=0x1,dl_src=fa:16:3e:26:d3:fb,dl_dst=ff:ff:ff:ff:ff:ff,arp_op=3 actions=set_field:0x8004->reg15,resubmit(,37)
 cookie=0xf0a2de35, duration=174.618s, table=35, n_packets=0, n_bytes=0, idle_age=174, priority=75,arp,metadata=0x1,dl_src=fa:16:3e:26:d3:fb,dl_dst=ff:ff:ff:ff:ff:ff,arp_op=1 actions=set_field:0x8004->reg15,resubmit(,37)
 cookie=0x2923c9b0, duration=182.898s, table=35, n_packets=53, n_bytes=6887, idle_age=85, priority=70,metadata=0x3,dl_dst=01:00:00:00:00:00/01:00:00:00:00:00 actions=set_field:0x8000->reg15,resubmit(,37)
 cookie=0x2923c9b0, duration=182.896s, table=35, n_packets=0, n_bytes=0, idle_age=182, priority=70,metadata=0x1,dl_dst=01:00:00:00:00:00/01:00:00:00:00:00 actions=set_field:0x8000->reg15,resubmit(,37)
 cookie=0xf2c9593d, duration=182.887s, table=35, n_packets=0, n_bytes=0, idle_age=182, priority=50,metadata=0x3,dl_dst=fa:16:3e:48:8f:77 actions=set_field:0x3->reg15,resubmit(,37)
 cookie=0x82f24e11, duration=182.887s, table=35, n_packets=0, n_bytes=0, idle_age=182, priority=50,metadata=0x1,dl_dst=fa:16:3e:e4:a1:56 actions=set_field:0x1->reg15,resubmit(,37)
 cookie=0x86e24b82, duration=182.887s, table=35, n_packets=0, n_bytes=0, idle_age=182, priority=50,metadata=0x3,dl_dst=fa:16:3e:20:f0:03 actions=set_field:0x2->reg15,resubmit(,37)
 cookie=0x6f184919, duration=182.885s, table=35, n_packets=0, n_bytes=0, idle_age=182, priority=50,metadata=0x1,dl_dst=fa:16:3e:ca:3d:5c actions=set_field:0x2->reg15,resubmit(,37)
 cookie=0x4d4008e3, duration=174.619s, table=35, n_packets=0, n_bytes=0, idle_age=174, priority=50,metadata=0x1,dl_dst=fa:16:3e:26:d3:fb actions=set_field:0x3->reg15,resubmit(,37)
 cookie=0x47127e00, duration=182.898s, table=35, n_packets=0, n_bytes=0, idle_age=182, priority=0,metadata=0x3 actions=set_field:0->reg15,resubmit(,71),resubmit(,36)
 cookie=0x47127e00, duration=182.896s, table=35, n_packets=0, n_bytes=0, idle_age=182, priority=0,metadata=0x1 actions=set_field:0->reg15,resubmit(,71),resubmit(,36)
 cookie=0x664006f7, duration=182.886s, table=36, n_packets=0, n_bytes=0, idle_age=182, priority=50,reg15=0,metadata=0x3 actions=set_field:0x8001->reg15,resubmit(,37)
 cookie=0xb81b8f92, duration=174.619s, table=36, n_packets=0, n_bytes=0, idle_age=174, priority=50,reg15=0,metadata=0x1 actions=drop
 cookie=0x1e3aea10, duration=182.898s, table=36, n_packets=0, n_bytes=0, idle_age=182, priority=0,metadata=0x3 actions=resubmit(,37)
 cookie=0x1e3aea10, duration=182.896s, table=36, n_packets=0, n_bytes=0, idle_age=182, priority=0,metadata=0x1 actions=resubmit(,37)
 cookie=0x0, duration=261.413s, table=37, n_packets=63, n_bytes=7307, idle_age=85, priority=0 actions=resubmit(,39)
 cookie=0x0, duration=261.413s, table=38, n_packets=0, n_bytes=0, idle_age=261, priority=10,reg10=0x1/0x1 actions=resubmit(,40)
 cookie=0x0, duration=261.413s, table=38, n_packets=0, n_bytes=0, idle_age=261, priority=0 actions=resubmit(,39)
 cookie=0x0, duration=261.413s, table=39, n_packets=0, n_bytes=0, idle_age=261, priority=150,reg10=0x2/0x3 actions=resubmit(,40)
 cookie=0x0, duration=261.413s, table=39, n_packets=0, n_bytes=0, idle_age=261, priority=150,reg10=0x10/0x10 actions=resubmit(,40)
 cookie=0x62e8798b, duration=182.885s, table=39, n_packets=5, n_bytes=210, idle_age=166, priority=100,reg15=0x8004,metadata=0x3 actions=set_field:0->reg6,set_field:0x2->reg15,resubmit(,41),set_field:0x8004->reg15,resubmit(,40)
 cookie=0xe95ae8ed, duration=182.885s, table=39, n_packets=53, n_bytes=6887, idle_age=85, priority=100,reg15=0x8000,metadata=0x3 actions=set_field:0->reg6,set_field:0x3->reg15,resubmit(,41),set_field:0x2->reg15,resubmit(,41),set_field:0x8000->reg15,resubmit(,40)
 cookie=0xd90b7961, duration=182.885s, table=39, n_packets=0, n_bytes=0, idle_age=182, priority=100,reg15=0x8004,metadata=0x1 actions=set_field:0->reg6,set_field:0x1->reg15,resubmit(,41),set_field:0x8004->reg15,resubmit(,40)
 cookie=0xa7102568, duration=182.885s, table=39, n_packets=0, n_bytes=0, idle_age=182, priority=100,reg15=0x8000,metadata=0x1 actions=set_field:0->reg6,set_field:0x2->reg15,resubmit(,41),set_field:0x3->reg15,resubmit(,41),set_field:0x1->reg15,resubmit(,41),set_field:0x8000->reg15,resubmit(,40)
 cookie=0x0, duration=261.413s, table=39, n_packets=5, n_bytes=210, idle_age=166, priority=0 actions=resubmit(,40)
 cookie=0x31136982, duration=182.895s, table=40, n_packets=0, n_bytes=0, idle_age=182, priority=100,reg15=0x1,metadata=0x2 actions=set_field:0x3->reg11,set_field:0x2->reg12,resubmit(,41)
 cookie=0xa4a0da0f, duration=182.894s, table=40, n_packets=0, n_bytes=0, idle_age=182, priority=100,reg15=0x2,metadata=0x2 actions=set_field:0x3->reg11,set_field:0x2->reg12,resubmit(,41)
 cookie=0x7e4c82b7, duration=182.894s, table=40, n_packets=0, n_bytes=0, idle_age=182, priority=100,reg15=0x3,metadata=0x2 actions=set_field:0x2->reg15,set_field:0x3->reg11,set_field:0x2->reg12,set_field:ANY->in_port,resubmit(,41)
 cookie=0x4b1e57c9, duration=182.894s, table=40, n_packets=5, n_bytes=210, idle_age=166, priority=100,reg15=0x3,metadata=0x3 actions=set_field:0x6->reg11,set_field:0x1->reg12,resubmit(,41)
 cookie=0x7065f83c, duration=182.894s, table=40, n_packets=0, n_bytes=0, idle_age=182, priority=100,reg15=0x2,metadata=0x1 actions=set_field:0x5->reg11,set_field:0x4->reg12,resubmit(,41)
 cookie=0xd90b7961, duration=182.885s, table=40, n_packets=0, n_bytes=0, idle_age=182, priority=100,reg15=0x8004,metadata=0x1 actions=set_field:0->reg6,set_field:0x8004->reg15
 cookie=0xa7102568, duration=182.885s, table=40, n_packets=0, n_bytes=0, idle_age=182, priority=100,reg15=0x8000,metadata=0x1 actions=set_field:0->reg6,set_field:0x8000->reg15
 cookie=0x95d2df7d, duration=182.885s, table=40, n_packets=0, n_bytes=0, idle_age=182, priority=100,reg15=0x8001,metadata=0x3 actions=set_field:0->reg6,set_field:0x8/0xffff->reg13,set_field:0x1->reg15,resubmit(,41),set_field:0x8001->reg15
 cookie=0xf833cb7c, duration=182.885s, table=40, n_packets=0, n_bytes=0, idle_age=182, priority=100,reg15=0x8002,metadata=0x3 actions=set_field:0->reg6,set_field:0x8/0xffff->reg13,set_field:0x1->reg15,resubmit(,41),set_field:0x8002->reg15
 cookie=0x62e8798b, duration=182.885s, table=40, n_packets=5, n_bytes=210, idle_age=166, priority=100,reg15=0x8004,metadata=0x3 actions=set_field:0->reg6,set_field:0x8/0xffff->reg13,set_field:0x1->reg15,resubmit(,41),set_field:0x8004->reg15
 cookie=0xe95ae8ed, duration=182.885s, table=40, n_packets=53, n_bytes=6887, idle_age=85, priority=100,reg15=0x8000,metadata=0x3 actions=set_field:0->reg6,set_field:0x8/0xffff->reg13,set_field:0x1->reg15,resubmit(,41),set_field:0x8000->reg15
 cookie=0x1f170757, duration=182.884s, table=40, n_packets=0, n_bytes=0, idle_age=182, priority=100,reg15=0x1,metadata=0x3 actions=set_field:0x8/0xffff->reg13,set_field:0x6->reg11,set_field:0x1->reg12,resubmit(,41)
 cookie=0xc8ce8c54, duration=182.884s, table=40, n_packets=0, n_bytes=0, idle_age=182, priority=100,reg15=0x2,metadata=0x3 actions=set_field:0x1->reg15,resubmit(,40)
 cookie=0x5e166e51, duration=174.618s, table=40, n_packets=0, n_bytes=0, idle_age=174, priority=100,reg15=0x4,metadata=0x2 actions=set_field:0x3->reg11,set_field:0x2->reg12,resubmit(,41)
 cookie=0x7f7e73f4, duration=174.618s, table=40, n_packets=0, n_bytes=0, idle_age=174, priority=100,reg15=0x3,metadata=0x1 actions=set_field:0x5->reg11,set_field:0x4->reg12,resubmit(,41)
 cookie=0x0, duration=261.413s, table=40, n_packets=0, n_bytes=0, idle_age=261, priority=0 actions=drop
 cookie=0x1f170757, duration=182.884s, table=41, n_packets=0, n_bytes=0, idle_age=182, priority=160,reg10=0x10/0x40010,reg15=0x1,metadata=0x3 actions=drop
 cookie=0x1f170757, duration=182.884s, table=41, n_packets=0, n_bytes=0, idle_age=182, priority=160,reg10=0x400/0x400,reg15=0x1,metadata=0x3 actions=drop
 cookie=0x31136982, duration=182.894s, table=41, n_packets=0, n_bytes=0, idle_age=182, priority=100,reg10=0/0x1,reg14=0x1,reg15=0x1,metadata=0x2 actions=drop
 cookie=0x7065f83c, duration=182.894s, table=41, n_packets=0, n_bytes=0, idle_age=182, priority=100,reg10=0/0x1,reg14=0x2,reg15=0x2,metadata=0x1 actions=drop
 cookie=0xa4a0da0f, duration=182.894s, table=41, n_packets=0, n_bytes=0, idle_age=182, priority=100,reg10=0/0x1,reg14=0x2,reg15=0x2,metadata=0x2 actions=drop
 cookie=0x4b1e57c9, duration=182.894s, table=41, n_packets=5, n_bytes=210, idle_age=166, priority=100,reg10=0/0x1,reg14=0x3,reg15=0x3,metadata=0x3 actions=drop
 cookie=0x1f170757, duration=182.884s, table=41, n_packets=53, n_bytes=6887, idle_age=85, priority=100,reg10=0/0x1,reg14=0x1,reg15=0x1,metadata=0x3 actions=drop
 cookie=0x5e166e51, duration=174.618s, table=41, n_packets=0, n_bytes=0, idle_age=174, priority=100,reg10=0/0x1,reg14=0x4,reg15=0x4,metadata=0x2 actions=drop
 cookie=0x7f7e73f4, duration=174.618s, table=41, n_packets=0, n_bytes=0, idle_age=174, priority=100,reg10=0/0x1,reg14=0x3,reg15=0x3,metadata=0x1 actions=drop
 cookie=0x0, duration=261.413s, table=41, n_packets=116, n_bytes=14194, idle_age=85, priority=0 actions=set_field:0->reg0,set_field:0->reg1,set_field:0->reg2,set_field:0->reg3,set_field:0->reg4,set_field:0->reg5,set_field:0->reg6,set_field:0->reg7,set_field:0->reg8,set_field:0->reg9,resubmit(,42)
 cookie=0xaf2096ba, duration=182.896s, table=42, n_packets=0, n_bytes=0, idle_age=182, priority=110,metadata=0x3,dl_src=66:01:be:87:2c:d7 actions=resubmit(,43)
 cookie=0xaf2096ba, duration=182.895s, table=42, n_packets=0, n_bytes=0, idle_age=182, priority=110,metadata=0x1,dl_src=66:01:be:87:2c:d7 actions=resubmit(,43)
 cookie=0xfef6a595, duration=182.896s, table=42, n_packets=116, n_bytes=14194, idle_age=85, priority=0,metadata=0x3 actions=resubmit(,43)
 cookie=0xfef6a595, duration=182.895s, table=42, n_packets=0, n_bytes=0, idle_age=182, priority=0,metadata=0x1 actions=resubmit(,43)
 cookie=0xcbc304fe, duration=182.886s, table=42, n_packets=0, n_bytes=0, idle_age=182, priority=0,metadata=0x2 actions=set_field:0/0x10->xreg4,resubmit(,43)
 cookie=0x53b75791, duration=182.898s, table=43, n_packets=0, n_bytes=0, idle_age=182, priority=110,metadata=0x3,dl_src=66:01:be:87:2c:d7 actions=resubmit(,44)
 cookie=0x53b75791, duration=182.896s, table=43, n_packets=0, n_bytes=0, idle_age=182, priority=110,metadata=0x1,dl_src=66:01:be:87:2c:d7 actions=resubmit(,44)
 cookie=0x7a30e616, duration=182.897s, table=43, n_packets=0, n_bytes=0, idle_age=182, priority=110,reg0=0x10000/0x10000,metadata=0x3 actions=resubmit(,44)
 cookie=0x7a30e616, duration=182.895s, table=43, n_packets=0, n_bytes=0, idle_age=182, priority=110,reg0=0x10000/0x10000,metadata=0x1 actions=resubmit(,44)
 cookie=0x85d25f5f, duration=182.897s, table=43, n_packets=0, n_bytes=0, idle_age=182, priority=110,icmp6,metadata=0x3,nw_ttl=255,icmp_type=136,icmp_code=0 actions=resubmit(,44)
 cookie=0x85d25f5f, duration=182.897s, table=43, n_packets=4, n_bytes=344, idle_age=165, priority=110,icmp6,metadata=0x3,nw_ttl=255,icmp_type=135,icmp_code=0 actions=resubmit(,44)
 cookie=0x85d25f5f, duration=182.897s, table=43, n_packets=4, n_bytes=280, idle_age=175, priority=110,icmp6,metadata=0x3,nw_ttl=255,icmp_type=133,icmp_code=0 actions=resubmit(,44)
 cookie=0x85d25f5f, duration=182.897s, table=43, n_packets=0, n_bytes=0, idle_age=182, priority=110,icmp6,metadata=0x3,nw_ttl=255,icmp_type=134,icmp_code=0 actions=resubmit(,44)
 cookie=0x85d25f5f, duration=182.895s, table=43, n_packets=0, n_bytes=0, idle_age=182, priority=110,icmp6,metadata=0x1,nw_ttl=255,icmp_type=136,icmp_code=0 actions=resubmit(,44)
 cookie=0x85d25f5f, duration=182.895s, table=43, n_packets=0, n_bytes=0, idle_age=182, priority=110,icmp6,metadata=0x1,nw_ttl=255,icmp_type=135,icmp_code=0 actions=resubmit(,44)
 cookie=0x85d25f5f, duration=182.895s, table=43, n_packets=0, n_bytes=0, idle_age=182, priority=110,icmp6,metadata=0x1,nw_ttl=255,icmp_type=133,icmp_code=0 actions=resubmit(,44)
 cookie=0x85d25f5f, duration=182.895s, table=43, n_packets=0, n_bytes=0, idle_age=182, priority=110,icmp6,metadata=0x1,nw_ttl=255,icmp_type=134,icmp_code=0 actions=resubmit(,44)
 cookie=0x85d25f5f, duration=182.897s, table=43, n_packets=16, n_bytes=1920, idle_age=165, priority=110,icmp6,metadata=0x3,dl_dst=33:33:00:00:00:00/ff:ff:00:00:00:00,ipv6_dst=ff02::16,icmp_type=143 actions=resubmit(,44)
 cookie=0x85d25f5f, duration=182.895s, table=43, n_packets=0, n_bytes=0, idle_age=182, priority=110,icmp6,metadata=0x1,dl_dst=33:33:00:00:00:00/ff:ff:00:00:00:00,ipv6_dst=ff02::16,icmp_type=143 actions=resubmit(,44)
 cookie=0x85d25f5f, duration=182.897s, table=43, n_packets=0, n_bytes=0, idle_age=182, priority=110,icmp6,metadata=0x3,dl_dst=33:33:00:00:00:00/ff:ff:00:00:00:00,ipv6_src=fe80::/10,icmp_type=130 actions=resubmit(,44)
 cookie=0x85d25f5f, duration=182.897s, table=43, n_packets=0, n_bytes=0, idle_age=182, priority=110,icmp6,metadata=0x3,dl_dst=33:33:00:00:00:00/ff:ff:00:00:00:00,ipv6_src=fe80::/10,icmp_type=131 actions=resubmit(,44)
 cookie=0x85d25f5f, duration=182.897s, table=43, n_packets=0, n_bytes=0, idle_age=182, priority=110,icmp6,metadata=0x3,dl_dst=33:33:00:00:00:00/ff:ff:00:00:00:00,ipv6_src=fe80::/10,icmp_type=132 actions=resubmit(,44)
 cookie=0x85d25f5f, duration=182.895s, table=43, n_packets=0, n_bytes=0, idle_age=182, priority=110,icmp6,metadata=0x1,dl_dst=33:33:00:00:00:00/ff:ff:00:00:00:00,ipv6_src=fe80::/10,icmp_type=130 actions=resubmit(,44)
 cookie=0x85d25f5f, duration=182.895s, table=43, n_packets=0, n_bytes=0, idle_age=182, priority=110,icmp6,metadata=0x1,dl_dst=33:33:00:00:00:00/ff:ff:00:00:00:00,ipv6_src=fe80::/10,icmp_type=131 actions=resubmit(,44)
 cookie=0x85d25f5f, duration=182.895s, table=43, n_packets=0, n_bytes=0, idle_age=182, priority=110,icmp6,metadata=0x1,dl_dst=33:33:00:00:00:00/ff:ff:00:00:00:00,ipv6_src=fe80::/10,icmp_type=132 actions=resubmit(,44)
 cookie=0x97f683b7, duration=182.897s, table=43, n_packets=92, n_bytes=11650, idle_age=85, priority=110,metadata=0x3,dl_dst=01:00:00:00:00:00/01:00:00:00:00:00 actions=resubmit(,44)
 cookie=0x97f683b7, duration=182.895s, table=43, n_packets=0, n_bytes=0, idle_age=182, priority=110,metadata=0x1,dl_dst=01:00:00:00:00:00/01:00:00:00:00:00 actions=resubmit(,44)
 cookie=0xdba6d498, duration=182.887s, table=43, n_packets=0, n_bytes=0, idle_age=182, priority=110,ip,reg15=0x3,metadata=0x3 actions=ct_clear,resubmit(,44)
 cookie=0x1539d77e, duration=182.886s, table=43, n_packets=0, n_bytes=0, idle_age=182, priority=110,ipv6,reg15=0x2,metadata=0x1 actions=ct_clear,resubmit(,44)
 cookie=0xfcaffb15, duration=182.886s, table=43, n_packets=0, n_bytes=0, idle_age=182, priority=110,ipv6,reg15=0x1,metadata=0x3 actions=ct_clear,resubmit(,44)
 cookie=0xfcaffb15, duration=182.886s, table=43, n_packets=0, n_bytes=0, idle_age=182, priority=110,ip,reg15=0x1,metadata=0x3 actions=ct_clear,resubmit(,44)
 cookie=0xdba6d498, duration=182.886s, table=43, n_packets=0, n_bytes=0, idle_age=182, priority=110,ipv6,reg15=0x3,metadata=0x3 actions=ct_clear,resubmit(,44)
 cookie=0x1539d77e, duration=182.885s, table=43, n_packets=0, n_bytes=0, idle_age=182, priority=110,ip,reg15=0x2,metadata=0x1 actions=ct_clear,resubmit(,44)
 cookie=0x78a9792a, duration=174.618s, table=43, n_packets=0, n_bytes=0, idle_age=174, priority=110,ipv6,reg15=0x3,metadata=0x1 actions=ct_clear,resubmit(,44)
 cookie=0x78a9792a, duration=174.618s, table=43, n_packets=0, n_bytes=0, idle_age=174, priority=110,ip,reg15=0x3,metadata=0x1 actions=ct_clear,resubmit(,44)
 cookie=0x30b7691d, duration=182.898s, table=43, n_packets=0, n_bytes=0, idle_age=182, priority=0,metadata=0x3 actions=resubmit(,44)
 cookie=0x30b7691d, duration=182.896s, table=43, n_packets=0, n_bytes=0, idle_age=182, priority=0,metadata=0x1 actions=resubmit(,44)
 cookie=0xb437dd21, duration=182.886s, table=43, n_packets=0, n_bytes=0, idle_age=182, priority=0,metadata=0x2 actions=resubmit(,44)
 cookie=0x7db94014, duration=182.897s, table=44, n_packets=0, n_bytes=0, idle_age=182, priority=110,ipv6,reg0=0x4/0x4,metadata=0x3 actions=ct(table=45,zone=NXM_NX_REG13[0..15],nat)
 cookie=0x7db94014, duration=182.897s, table=44, n_packets=0, n_bytes=0, idle_age=182, priority=110,ip,reg0=0x4/0x4,metadata=0x3 actions=ct(table=45,zone=NXM_NX_REG13[0..15],nat)
 cookie=0x7db94014, duration=182.895s, table=44, n_packets=0, n_bytes=0, idle_age=182, priority=110,ipv6,reg0=0x4/0x4,metadata=0x1 actions=ct(table=45,zone=NXM_NX_REG13[0..15],nat)
 cookie=0x7db94014, duration=182.895s, table=44, n_packets=0, n_bytes=0, idle_age=182, priority=110,ip,reg0=0x4/0x4,metadata=0x1 actions=ct(table=45,zone=NXM_NX_REG13[0..15],nat)
 cookie=0x6541481b, duration=182.897s, table=44, n_packets=0, n_bytes=0, idle_age=182, priority=100,ipv6,reg0=0x1/0x1,metadata=0x3 actions=ct(table=45,zone=NXM_NX_REG13[0..15])
 cookie=0x6541481b, duration=182.897s, table=44, n_packets=0, n_bytes=0, idle_age=182, priority=100,ip,reg0=0x1/0x1,metadata=0x3 actions=ct(table=45,zone=NXM_NX_REG13[0..15])
 cookie=0x6541481b, duration=182.895s, table=44, n_packets=0, n_bytes=0, idle_age=182, priority=100,ipv6,reg0=0x1/0x1,metadata=0x1 actions=ct(table=45,zone=NXM_NX_REG13[0..15])
 cookie=0x6541481b, duration=182.895s, table=44, n_packets=0, n_bytes=0, idle_age=182, priority=100,ip,reg0=0x1/0x1,metadata=0x1 actions=ct(table=45,zone=NXM_NX_REG13[0..15])
 cookie=0xfff9cb15, duration=182.886s, table=44, n_packets=0, n_bytes=0, idle_age=182, priority=70,ct_state=-trk,ip,reg15=0x2,metadata=0x2,nw_src=10.0.0.0/26 actions=ct(table=45,zone=NXM_NX_REG12[0..15])
 cookie=0xfff9cb15, duration=182.886s, table=44, n_packets=0, n_bytes=0, idle_age=182, priority=70,ct_state=-rpl+trk,ip,reg15=0x2,metadata=0x2,nw_src=10.0.0.0/26 actions=ct(table=45,zone=NXM_NX_REG12[0..15])
 cookie=0xbe85356, duration=182.898s, table=44, n_packets=116, n_bytes=14194, idle_age=85, priority=0,metadata=0x3 actions=resubmit(,45)
 cookie=0xbe85356, duration=182.896s, table=44, n_packets=0, n_bytes=0, idle_age=182, priority=0,metadata=0x1 actions=resubmit(,45)
 cookie=0x958d5f4c, duration=182.886s, table=44, n_packets=0, n_bytes=0, idle_age=182, priority=0,metadata=0x2 actions=resubmit(,45)
 cookie=0x764e94af, duration=182.897s, table=45, n_packets=116, n_bytes=14194, idle_age=85, priority=65535,metadata=0x3 actions=resubmit(,46)
 cookie=0x764e94af, duration=182.895s, table=45, n_packets=0, n_bytes=0, idle_age=182, priority=65535,metadata=0x1 actions=resubmit(,46)
 cookie=0x1c8ba28a, duration=182.885s, table=45, n_packets=0, n_bytes=0, idle_age=182, priority=0,metadata=0x2 actions=resubmit(,46)
 cookie=0xefb42194, duration=182.887s, table=45, n_packets=0, n_bytes=0, idle_age=182, priority=155,ip,reg14=0x2,metadata=0x2,nw_dst=10.0.0.0/26 actions=ct(table=46,zone=NXM_NX_REG12[0..15],nat)
 cookie=0x7c94433d, duration=182.887s, table=45, n_packets=0, n_bytes=0, idle_age=182, priority=155,ct_state=-trk,ip,reg15=0x2,metadata=0x2,nw_src=10.0.0.0/26 actions=ct(commit,table=46,zone=NXM_NX_REG12[0..15],nat(src=172.24.4.77))
 cookie=0x7c94433d, duration=182.885s, table=45, n_packets=0, n_bytes=0, idle_age=182, priority=155,ct_state=-rpl+trk,ip,reg15=0x2,metadata=0x2,nw_src=10.0.0.0/26 actions=ct(commit,table=46,zone=NXM_NX_REG12[0..15],nat(src=172.24.4.77))
 cookie=0x28b8ca9e, duration=182.886s, table=45, n_packets=0, n_bytes=0, idle_age=182, priority=120,icmp6,metadata=0x2,nw_ttl=255,icmp_type=135,icmp_code=0 actions=resubmit(,46)
 cookie=0xb0ab9d8a, duration=182.896s, table=46, n_packets=116, n_bytes=14194, idle_age=85, priority=65535,metadata=0x3 actions=resubmit(,47)
 cookie=0xb0ab9d8a, duration=182.895s, table=46, n_packets=0, n_bytes=0, idle_age=182, priority=65535,metadata=0x1 actions=resubmit(,47)
 cookie=0x5a4a2be5, duration=182.885s, table=46, n_packets=0, n_bytes=0, idle_age=182, priority=0,metadata=0x2 actions=resubmit(,47)
 cookie=0x6302106c, duration=182.898s, table=46, n_packets=0, n_bytes=0, idle_age=182, priority=65532,icmp6,metadata=0x3,nw_ttl=255,icmp_type=136,icmp_code=0 actions=set_field:0x1000000000000/0x1000000000000->xreg4,resubmit(,47)
 cookie=0x6302106c, duration=182.897s, table=46, n_packets=0, n_bytes=0, idle_age=182, priority=65532,icmp6,metadata=0x3,nw_ttl=255,icmp_type=135,icmp_code=0 actions=set_field:0x1000000000000/0x1000000000000->xreg4,resubmit(,47)
 cookie=0x6302106c, duration=182.897s, table=46, n_packets=0, n_bytes=0, idle_age=182, priority=65532,icmp6,metadata=0x3,nw_ttl=255,icmp_type=134,icmp_code=0 actions=set_field:0x1000000000000/0x1000000000000->xreg4,resubmit(,47)
 cookie=0x6302106c, duration=182.897s, table=46, n_packets=0, n_bytes=0, idle_age=182, priority=65532,icmp6,metadata=0x3,nw_ttl=255,icmp_type=133,icmp_code=0 actions=set_field:0x1000000000000/0x1000000000000->xreg4,resubmit(,47)
 cookie=0x6302106c, duration=182.895s, table=46, n_packets=0, n_bytes=0, idle_age=182, priority=65532,icmp6,metadata=0x1,nw_ttl=255,icmp_type=136,icmp_code=0 actions=set_field:0x1000000000000/0x1000000000000->xreg4,resubmit(,47)
 cookie=0x6302106c, duration=182.895s, table=46, n_packets=0, n_bytes=0, idle_age=182, priority=65532,icmp6,metadata=0x1,nw_ttl=255,icmp_type=135,icmp_code=0 actions=set_field:0x1000000000000/0x1000000000000->xreg4,resubmit(,47)
 cookie=0x6302106c, duration=182.895s, table=46, n_packets=0, n_bytes=0, idle_age=182, priority=65532,icmp6,metadata=0x1,nw_ttl=255,icmp_type=134,icmp_code=0 actions=set_field:0x1000000000000/0x1000000000000->xreg4,resubmit(,47)
 cookie=0x6302106c, duration=182.895s, table=46, n_packets=0, n_bytes=0, idle_age=182, priority=65532,icmp6,metadata=0x1,nw_ttl=255,icmp_type=133,icmp_code=0 actions=set_field:0x1000000000000/0x1000000000000->xreg4,resubmit(,47)
